,municipio,category,fsq_id,closed_bucket,distance,link,name,address,latitude,longitude
10,alcala-de-henares,Park,51c5d2c7498e7b1ee63cbaed,VeryLikelyOpen,1531.0,/v3/places/51c5d2c7498e7b1ee63cbaed,Parque del Camarmilla,28806 Alcalá de Henares Comunidad de Madrid,40.489338,-3.379427
11,alcala-de-henares,Park,4e0775e51838eb15af01c1cc,VeryLikelyOpen,600.0,/v3/places/4e0775e51838eb15af01c1cc,Parque Isla del Colegio,Alcalá de Henares Comunidad de Madrid,40.47753,-3.36021
12,alcala-de-henares,Park,314a53383ee34eeb3de00fab,LikelyOpen,711.0,/v3/places/314a53383ee34eeb3de00fab,Ermita de San Isidro (Alcalá de Henares),28805 Alcalá de Henares Comunidad de Madrid,40.488094,-3.360983
13,alcala-de-henares,Park,4d2da1b012d16a31ed5b2c22,LikelyOpen,726.0,/v3/places/4d2da1b012d16a31ed5b2c22,Parque San Isidro,28800 Alcalá de Henares Comunidad de Madrid,40.487883,-3.361226
14,alcala-de-henares,Park,51122b89e4b02280b86690f4,LikelyOpen,768.0,/v3/places/51122b89e4b02280b86690f4,Parque el Silo,,40.48726,-3.370137
15,alcala-de-henares,Park,4cdbaabc5aeda1cd1652be11,LikelyOpen,792.0,/v3/places/4cdbaabc5aeda1cd1652be11,Parque de Sementales,Madrid,40.474705,-3.364397
16,alcala-de-henares,Park,4ec542c90aaf9233edc1253d,VeryLikelyOpen,873.0,/v3/places/4ec542c90aaf9233edc1253d,Parque de los Tubos,Alcalá de Henares Comunidad de Madrid,40.489014,-3.360285
17,alcala-de-henares,Park,4f1ddf34e4b0c7ea6a7ceebb,LikelyOpen,956.0,/v3/places/4f1ddf34e4b0c7ea6a7ceebb,Parque del Medio,28803 Alcalá de Henares Comunidad de Madrid,40.473246,-3.365172
18,alcala-de-henares,Park,4fe11f32e4b070217abd91a8,LikelyOpen,967.0,/v3/places/4fe11f32e4b070217abd91a8,Parque de la Hera,,40.473476,-3.367675
19,alcala-de-henares,Park,4e77051dd4c093447292be2a,LikelyOpen,998.0,/v3/places/4e77051dd4c093447292be2a,Plaza de la Villa de Talence,"C/ Pablo De Olavide, 28804 Alcalá de Henares Comunidad de Madrid",40.485978,-3.354006
20,alcala-de-henares,Park,50e5b9dae4b03cb7f42b35e3,VeryLikelyOpen,1008.0,/v3/places/50e5b9dae4b03cb7f42b35e3,Paseo de los Pinos,Alcalá de Henares Comunidad de Madrid,40.487566,-3.373756
21,alcala-de-henares,Park,4f1b3b8be4b05c50e26be096,LikelyOpen,1048.0,/v3/places/4f1b3b8be4b05c50e26be096,Parque Tierno Galvan,Alcalá de Henares Comunidad de Madrid,40.473131,-3.369276
22,alcala-de-henares,Park,50559496e4b0c21074e5a591,LikelyOpen,1166.0,/v3/places/50559496e4b0c21074e5a591,Parque junto a IES Antonio Machado,"C. Villalbilla, 28806 Alcalá de Henares Comunidad de Madrid",40.491908,-3.368385
23,alcala-de-henares,Park,4f5a352ae4b0db6b5b6b6e6c,Unsure,1214.0,/v3/places/4f5a352ae4b0db6b5b6b6e6c,La Cruz,Valencia,40.491891,-3.370152
24,alcala-de-henares,Park,4fd9067ce4b01007e991526f,Unsure,1244.0,/v3/places/4fd9067ce4b01007e991526f,Las Boyeras,Alcalá de Henares Comunidad de Madrid,40.471327,-3.369585
25,alcala-de-henares,Park,4d4ea33923a76dcb8bba61dc,VeryLikelyOpen,1272.0,/v3/places/4d4ea33923a76dcb8bba61dc,Area de Juegos Complutum,Alcalá de Henares Comunidad de Madrid,40.493124,-3.361898
26,alcala-de-henares,Park,4bbe466a4e9cd13a4bded92c,LikelyOpen,1275.0,/v3/places/4bbe466a4e9cd13a4bded92c,Parque los Gatos,"C/ Alicante, 28804 Alcalá de Henares Comunidad de Madrid",40.485633,-3.350252
27,alcala-de-henares,Park,4e444343d22de4060ef3a8a3,LikelyOpen,1316.0,/v3/places/4e444343d22de4060ef3a8a3,Parque de los Nogales,Nogales Comunidad de Madrid,40.492901,-3.358933
28,alcala-de-henares,Park,4fcd0a9ae4b02808058e999f,LikelyOpen,1331.0,/v3/places/4fcd0a9ae4b02808058e999f,Plaza del Barro,Barro,40.474195,-3.376624
29,alcala-de-henares,Park,507a82fce4b0801689445c90,LikelyOpen,1389.0,/v3/places/507a82fce4b0801689445c90,Parque junto a CEIP Antonio de Nebrija,"C/ San Ignacio de Loyola, 28806 Alcalá de Henares Comunidad de Madrid",40.492208,-3.373689
30,alcala-de-henares,Park,561a9bd8498ea95ebfd28b1c,VeryLikelyOpen,1486.0,/v3/places/561a9bd8498ea95ebfd28b1c,Parque de las farolas,,40.488078,-3.380041
31,alcala-de-henares,Park,4d9b51da5e52224b967640e3,LikelyOpen,1535.0,/v3/places/4d9b51da5e52224b967640e3,Parque Miguel de Unamuno,"Avenida de Miguel de Unamuno, 81, 28805 Alcalá de Henares Comunidad de Madrid",40.495439,-3.361294
32,alcala-de-henares,Park,4e80c4ef6c2589140fc57039,LikelyOpen,1545.0,/v3/places/4e80c4ef6c2589140fc57039,Arboreto Reyes Católicos,Alcalá de Henares Comunidad de Madrid,40.473953,-3.379558
33,alcala-de-henares,Park,4bc6261bdb8fa59352d99b37,Unsure,1567.0,/v3/places/4bc6261bdb8fa59352d99b37,Parque Islas Filipinas,"Calle de Santander (Avenida Lope de Figueroa), 28804 Alcalá de Henares Comunidad de Madrid",40.488015,-3.347935
34,alcala-de-henares,Park,4ddd21c0ae60d6fc159c3ec4,LikelyOpen,1642.0,/v3/places/4ddd21c0ae60d6fc159c3ec4,El Jardin del Parnaso,"C/ Bertolt Brecht, 28806 Alcalá de Henares Comunidad de Madrid",40.496231,-3.368913
35,alcala-de-henares,Park,4e99c5f7e5fa3f633ce6b9c4,LikelyOpen,1803.0,/v3/places/4e99c5f7e5fa3f633ce6b9c4,Parque Infantil,,40.495352,-3.376328
36,alcala-de-henares,Park,5043c451e4b053a532950fea,LikelyOpen,1810.0,/v3/places/5043c451e4b053a532950fea,Parque junto a Parking,"C/ Luis Rosales, 28006 Alcalá de Henares Comunidad de Madrid",40.495488,-3.376194
37,alcala-de-henares,Park,f5473808045e4d28c7008839,LikelyOpen,1817.0,/v3/places/f5473808045e4d28c7008839,El Mundo de Pik,"Carretera de Daganzo, Km 2, 28806 Alcalá de Henares Comunidad de Madrid",40.492975,-3.380249
38,alcala-de-henares,Park,51eac228498ef79bc92359c5,LikelyOpen,1828.0,/v3/places/51eac228498ef79bc92359c5,Parque junto a IES Doctor Marañón,Marañón,40.495824,-3.375898
39,alcala-de-henares,Park,4ec8e71830f8b09c0da84061,VeryLikelyOpen,1867.0,/v3/places/4ec8e71830f8b09c0da84061,Parque de los Cerros,,40.466554,-3.355329
40,alcala-de-henares,Park,4f8f3333e4b0dcea364b18a5,LikelyOpen,1880.0,/v3/places/4f8f3333e4b0dcea364b18a5,Parque Andalucia,,40.487195,-3.343389
41,alcala-de-henares,Park,bd9c47d0e3414ac8a24a9d8a,Unsure,897.0,/v3/places/bd9c47d0e3414ac8a24a9d8a,Plaza de la Juventud,Alcalá de Henares Madrid,40.481597,-3.353885
42,alcala-de-henares,Monument,5cf28719471d6e002cea086c,VeryLikelyOpen,66.0,/v3/places/5cf28719471d6e002cea086c,Monumento de Cervantes,28801 Alcalá de Henares Comunidad de Madrid,40.482409,-3.364249
43,alcala-de-henares,Monument,4ea8583dbe7b572daaf511f6,LikelyOpen,99.0,/v3/places/4ea8583dbe7b572daaf511f6,Capilla del Oidor,"Plaza Cervantes, 0, 28801 Alcalá de Henares Comunidad de Madrid",40.481471,-3.363425
44,alcala-de-henares,Monument,5241fe7e498e0391853428d9,VeryLikelyOpen,120.0,/v3/places/5241fe7e498e0391853428d9,Capilla de San Ildefonso,"Plaza de San Diego (Pedro Gumiel), 28801 Alcalá de Henares Comunidad de Madrid",40.48235,-3.363433
45,alcala-de-henares,Monument,f88eb960d3a04c122ae37cef,LikelyOpen,376.0,/v3/places/f88eb960d3a04c122ae37cef,Oratorio de San Felipe Neri,"Calle San Felipe Neri, 4, 28801 Alcalá de Henares Comunidad de Madrid",40.481623,-3.368945
46,alcala-de-henares,Monument,3a56ae6ddd6d49ffa16b0649,VeryLikelyOpen,398.0,/v3/places/3a56ae6ddd6d49ffa16b0649,Catedral Magistral de Alcala de Henares,"Plaza de los Santos Niños, s/n, 28801 Alcalá de Henares Comunidad de Madrid",40.480722,-3.369099
47,alcala-de-henares,Monument,4f3fcbb5e4b0bc95af8d1489,VeryLikelyOpen,496.0,/v3/places/4f3fcbb5e4b0bc95af8d1489,Estatua Quijote,Alcalá de Henares Comunidad de Madrid,40.486054,-3.362542
48,alcala-de-henares,Monument,d9041734492346311f2c6c13,LikelyOpen,668.0,/v3/places/d9041734492346311f2c6c13,Palacio Laredo,"Paseo de la Estacion, 10, 28807 Alcalá de Henares Comunidad de Madrid",40.487841,-3.363999
49,alcala-de-henares,Monument,d52b434e8a2a45967eb0fcab,LikelyOpen,12.0,/v3/places/d52b434e8a2a45967eb0fcab,Casa Consistorial de Alcalá de Henares,"Plaza de Cervantes, 12, 28801 Alcalá de Henares Madrid",40.481808,-3.364352
50,alcala-de-henares,Monument,d7f723ab2a8a4076ed4315d6,LikelyOpen,123.0,/v3/places/d7f723ab2a8a4076ed4315d6,Ludo y Sofía,"Calle Santa Úrsula, 7, 28801 Alcalá de Henares Madrid",40.481005,-3.365459
51,alcala-de-henares,Monument,16b8df548af04f16506bb2db,LikelyOpen,264.0,/v3/places/16b8df548af04f16506bb2db,Convento de la Imagen,28801 Alcalá de Henares Madrid,40.482597,-3.367458
52,alcala-de-henares,Monument,9d866cc87d374d9f58f4dc33,LikelyOpen,356.0,/v3/places/9d866cc87d374d9f58f4dc33,Convento de San Juan de la Penitencia,"Calle Santiago, N, 3, 28801 Alcalá de Henares Madrid",40.482736,-3.368547
53,alcala-de-henares,Monument,5b44203ee5294377d7ee3a9a,LikelyOpen,372.0,/v3/places/5b44203ee5294377d7ee3a9a,Palacio Arzobispal de Alcalá de Henares,Alcalá de Henares Madrid,40.4824,-3.368843
54,alcala-de-henares,Monument,e9142be40e4e452009f0959a,LikelyOpen,414.0,/v3/places/e9142be40e4e452009f0959a,Convento del Corpus Christi,28801 Alcalá de Henares Madrid,40.482016,-3.359597
55,alcala-de-henares,Monument,19b01eccf709404725fd7102,Unsure,1066.0,/v3/places/19b01eccf709404725fd7102,Murrallas de la Ciudad,Alcalá de Henares Madrid,40.488875,-3.355907
56,alcala-de-henares,Monument,02c770b3d0c54cbfc2190079,Unsure,1548.0,/v3/places/02c770b3d0c54cbfc2190079,Centro Comercial Alcalá Atenea,Alcalá de Henares Madrid,40.468185,-3.368171
57,alcobendas,Park,4bf6ab0d004ed13a9bd842a0,VeryLikelyOpen,739.0,/v3/places/4bf6ab0d004ed13a9bd842a0,Parque Temático del Barco Pirata,Alcobendas Comunidad de Madrid,40.536798,-3.628183
58,alcobendas,Park,4bc0a91d4cdfc9b6dc2f9321,VeryLikelyOpen,555.0,/v3/places/4bc0a91d4cdfc9b6dc2f9321,Jardín de la Vega,"Avenida Olímpica Con Una Superficie de 180.000, 28108 Alcobendas Comunidad de Madrid",40.536178,-3.631666
59,alcobendas,Park,4bd1e9c4462cb713df2adb07,LikelyOpen,888.0,/v3/places/4bd1e9c4462cb713df2adb07,Parque de Andalucía,28100 Alcobendas Comunidad de Madrid,40.539522,-3.646352
60,alcobendas,Park,4bdbf36663c5c9b6ad0f2a68,VeryLikelyOpen,1921.0,/v3/places/4bdbf36663c5c9b6ad0f2a68,Parque Temático del Hormiguero,Alcobendas Comunidad de Madrid,40.543703,-3.65808
61,alcobendas,Park,4c797b7493ef236a27c8af0f,LikelyOpen,1747.0,/v3/places/4c797b7493ef236a27c8af0f,Parque de la Marina,28703 San Sebastián de los Reyes Comunidad de Madrid,40.553699,-3.627469
62,alcobendas,Park,4d541f65d4a6721ebfe291ac,LikelyOpen,379.0,/v3/places/4d541f65d4a6721ebfe291ac,Parque,"Calle de Ramón Esteban, 30, 28701 Alcobendas Comunidad de Madrid",40.539004,-3.63162
63,alcobendas,Park,4db66a4e4b226b343db4408d,LikelyOpen,112.0,/v3/places/4db66a4e4b226b343db4408d,Parque de la Artesanía,"Calle de Ramón Fernández Guisasola, 22, 28100 Alcobendas Comunidad de Madrid",40.540983,-3.636226
64,alcobendas,Park,50005379e4b0d0c03f9c1212,VeryLikelyOpen,397.0,/v3/places/50005379e4b0d0c03f9c1212,Parque Victimas del Terrorismo,Comunidad de Madrid,40.537022,-3.638439
65,alcobendas,Park,4fb8c015e4b018d6ec5aa9f3,LikelyOpen,454.0,/v3/places/4fb8c015e4b018d6ec5aa9f3,Parque de Murcia,Alcobendas Comunidad de Madrid,40.539345,-3.630479
66,alcobendas,Park,4f907c3fbe77acb15eed2bd4,LikelyOpen,497.0,/v3/places/4f907c3fbe77acb15eed2bd4,Área Canina Parque Arroyo de la Vega,"Av. de la Ermita, 28100 Alcobendas Comunidad de Madrid",40.535582,-3.634985
67,alcobendas,Park,4f96a921e5e8d28602a214f6,LikelyOpen,541.0,/v3/places/4f96a921e5e8d28602a214f6,Área Canina Parque Víctimas del Terrorismo,"c/ Pintor Velázquez, 28100 Alcobendas Comunidad de Madrid",40.53613,-3.639737
68,alcobendas,Park,5220f28c11d2303d8df78500,LikelyOpen,591.0,/v3/places/5220f28c11d2303d8df78500,Parque Comunidad de Madrid,Comunidad de Madrid,40.54536,-3.638054
69,alcobendas,Park,4f908136be77acb15eedb0e0,LikelyOpen,610.0,/v3/places/4f908136be77acb15eedb0e0,Área Canina Parque Comunidad de Madrid,"c/ Jarama, 28100 Alcobendas Comunidad de Madrid",40.545246,-3.638026
70,alcobendas,Park,4f9144ef121d1e2a7d9039f1,Unsure,616.0,/v3/places/4f9144ef121d1e2a7d9039f1,Parque de Valencia,"Avenida de España, s/n (c/ Bachiller Alonso López), 28100 Alcobendas Comunidad de Madrid",40.544589,-3.632399
71,alcobendas,Park,4c6bbde2599fbe9ad644933f,LikelyOpen,629.0,/v3/places/4c6bbde2599fbe9ad644933f,Parque Camilo Cienfuegos,"Jarama, Alcobendas Comunidad de Madrid",40.545458,-3.637783
72,alcobendas,Park,4f905487be77b06bd1a34aed,Unsure,729.0,/v3/places/4f905487be77b06bd1a34aed,Área canina Parque Andalucía,"Pintor Murillo, 14, 28100 Alcobendas Comunidad de Madrid",40.539328,-3.644441
73,alcobendas,Park,4dbc68981e72b351cab26468,VeryLikelyOpen,766.0,/v3/places/4dbc68981e72b351cab26468,Parque de la universidad,28100 Alcobendas Comunidad de Madrid,40.542205,-3.644451
74,alcobendas,Park,71eaa141ffd24d8a58e47783,LikelyOpen,789.0,/v3/places/71eaa141ffd24d8a58e47783,Colorin,"Sacramento, 3, 28701 San Sebastián de los Reyes Comunidad de Madrid",40.544654,-3.628691
75,alcobendas,Park,4f96a2cbe5e8d28602a157a2,LikelyOpen,965.0,/v3/places/4f96a2cbe5e8d28602a157a2,Área Canina Parque de Navarra,"Calle Marqués de la Valdavia, 90, 28100 Alcobendas Comunidad de Madrid",40.545175,-3.645034
76,alcobendas,Park,4f907117be77b06bd1a6c0c0,LikelyOpen,969.0,/v3/places/4f907117be77b06bd1a6c0c0,Área Canina Parque Navarra,"Calle Marqués de la Valdavia, 90 (Av. de España), 28100 Alcobendas Comunidad de Madrid",40.5453,-3.644981
77,alcobendas,Park,4dbfc8b881545e1cc7d526d0,LikelyOpen,977.0,/v3/places/4dbfc8b881545e1cc7d526d0,Parque navarra,28100 Alcobendas Comunidad de Madrid,40.545077,-3.645306
78,alcobendas,Park,4fad04db6d866e7143cb70fc,VeryLikelyOpen,997.0,/v3/places/4fad04db6d866e7143cb70fc,Recinto Ferial Alcobendas,"Huelva, s/n (Parque de Andalucía), 28100 Alcobendas Comunidad de Madrid",40.541593,-3.64747
79,alcobendas,Park,4f96a5e6e5e8d28602a1b3c8,LikelyOpen,1051.0,/v3/places/4f96a5e6e5e8d28602a1b3c8,Área Canina Parque Castilla la Mancha,"c/ Pintor Murillo, 28100 Alcobendas Comunidad de Madrid",40.5418,-3.648073
80,alcobendas,Park,51f8018a498eb166c4309500,LikelyOpen,1169.0,/v3/places/51f8018a498eb166c4309500,Parque de las Sombras,San Sebastián de los Reyes Comunidad de Madrid,40.550475,-3.634356
81,alcobendas,Park,4bf907255ec320a179a189d3,VeryLikelyOpen,1186.0,/v3/places/4bf907255ec320a179a189d3,Parque de la Petunia,,40.529331,-3.63556
82,alcobendas,Park,5124a448e4b07a4d95ecf39b,LikelyOpen,1225.0,/v3/places/5124a448e4b07a4d95ecf39b,Área Canina Parque Temático Hormiguero,"Av. Valdelaparra, 28100 Alcobendas Comunidad de Madrid",40.542647,-3.649938
83,alcobendas,Park,4ffef79345b0986b7d3c23c0,LikelyOpen,1238.0,/v3/places/4ffef79345b0986b7d3c23c0,Área Canina Polideportivo,"C. Teresa Perales, 28100 Alcobendas Comunidad de Madrid",40.538189,-3.621384
84,alcobendas,Park,4fd38676e4b0a071e1407b64,LikelyOpen,1320.0,/v3/places/4fd38676e4b0a071e1407b64,Parque Infantil,,40.538756,-3.620301
85,alcobendas,Park,4fff4df9d63e295d76b70bad,LikelyOpen,1407.0,/v3/places/4fff4df9d63e295d76b70bad,Área Canina Av. Ramón y Cajal,28700 San Sebastián de los Reyes Comunidad de Madrid,40.543967,-3.620011
86,alcobendas,Park,4d46caec4e5d37046a830594,LikelyOpen,1450.0,/v3/places/4d46caec4e5d37046a830594,Parque de Castilla-La Mancha,Comunidad de Madrid,40.545937,-3.651154
87,alcobendas,Park,518298c1498e95fa18df54cc,LikelyOpen,1451.0,/v3/places/518298c1498e95fa18df54cc,Parque Begonia Soto Moraleja,Moraleja Comunidad de Madrid,40.527404,-3.640362
88,alcobendas,Park,51657ff3e4b01528d3dfe055,Unsure,1561.0,/v3/places/51657ff3e4b01528d3dfe055,Chafalladas,"Calle Marqués de la Valdavia, 101, 28100 Alcobendas Comunidad de Madrid",40.546288,-3.652386
89,alcobendas,Park,4ed62f6630f813e77a9cdb77,LikelyOpen,1591.0,/v3/places/4ed62f6630f813e77a9cdb77,Yonkis Park,,40.533665,-3.65274
90,alcobendas,Park,50afbf63e4b04cb0a19bc1ad,LikelyOpen,1592.0,/v3/places/50afbf63e4b04cb0a19bc1ad,Club de Ajedrez V Centenario,San Sebastián de los Reyes Comunidad de Madrid,40.554072,-3.63222
91,alcobendas,Park,4e70e96589987b9ce529a395,Unsure,1610.0,/v3/places/4e70e96589987b9ce529a395,Parque de Extremadura,Alcobendas Comunidad de Madrid,40.552423,-3.644882
92,alcobendas,Park,4f75cbdae4b0dbc5b645d1bb,LikelyOpen,1615.0,/v3/places/4f75cbdae4b0dbc5b645d1bb,Parque Infantil y Ping Pong,"Maestro Luna, s/n, 28100 Alcobendas Comunidad de Madrid",40.553534,-3.642877
93,alcobendas,Park,51fcc630498eb5bc3d81cb09,LikelyOpen,1650.0,/v3/places/51fcc630498eb5bc3d81cb09,Area de Ejercicios Para Mayores,,40.54371,-3.65478
94,alcobendas,Park,50744637e4b0b56e98ce9c64,LikelyOpen,1669.0,/v3/places/50744637e4b0b56e98ce9c64,Cerro del Tambor,Cerro,40.554497,-3.641089
95,alcobendas,Park,4c8285ced8086dcb7e597752,VeryLikelyOpen,1684.0,/v3/places/4c8285ced8086dcb7e597752,Parque del Zoco las Pirámides,Madrid,40.554359,-3.629414
96,alcobendas,Park,d1ef5c9d9ee743eaeee09056,LikelyOpen,1684.0,/v3/places/d1ef5c9d9ee743eaeee09056,La Marina,"Avenida Cataluña, 4 Bajo, 28703 San Sebastián de los Reyes Comunidad de Madrid",40.553633,-3.627114
97,alcobendas,Park,4befc98ec601a593c1fcc2d1,LikelyOpen,1714.0,/v3/places/4befc98ec601a593c1fcc2d1,Parque Av Valdelasfuentes,San Sebastián de los Reyes Comunidad de Madrid,40.554841,-3.641558
98,alcobendas,Park,4f907990be77b06bd1a7a4d1,LikelyOpen,1718.0,/v3/places/4f907990be77b06bd1a7a4d1,Área Canina Parque de Galicia,"c/ Camilo José Cela, 28100 Alcobendas Comunidad de Madrid",40.542364,-3.655962
99,alcobendas,Park,4ce386332407a1cdc8974ed0,VeryLikelyOpen,1829.0,/v3/places/4ce386332407a1cdc8974ed0,Parque del Soto de la Moraleja,28108 Alcobendas Comunidad de Madrid,40.524229,-3.642011
100,alcobendas,Park,4e627b872271573ad7a3b882,Unsure,1845.0,/v3/places/4e627b872271573ad7a3b882,Área Canina Valdelasfuentes,"Carlos Muñoz Ruíz, 28100 Alcobendas Comunidad de Madrid",40.549492,-3.653791
101,alcobendas,Park,4ee4d4e9c2eee7f357b112f8,VeryLikelyOpen,1887.0,/v3/places/4ee4d4e9c2eee7f357b112f8,Parque arroyo Valconejero,"Paseo Albacete, s/n, 28701 San Sebastián de los Reyes Comunidad de Madrid",40.556012,-3.643209
102,alcobendas,Park,4bf01e2dc8d920a1526f9430,VeryLikelyOpen,1949.0,/v3/places/4bf01e2dc8d920a1526f9430,Parque Temático del Espacio,"Dolores Ibarruri, 28100 Alcobendas Comunidad de Madrid",40.551858,-3.652867
103,alcobendas,Park,56e4a6cc498ed68a8f79ee77,VeryLikelyOpen,1971.0,/v3/places/56e4a6cc498ed68a8f79ee77,Parque Temático Poblado del Oeste,28100 Alcobendas Comunidad de Madrid,40.547363,-3.657146
104,alcobendas,Park,26daa0ca8eaf4c1b6f4be56c,LikelyOpen,497.0,/v3/places/26daa0ca8eaf4c1b6f4be56c,Parque de Félix Rodríguez de la Fuente,Alcobendas Madrid,40.544395,-3.637006
105,alcobendas,Park,55ce39199ddf4873cb4ae0e6,LikelyOpen,1348.0,/v3/places/55ce39199ddf4873cb4ae0e6,Parque de las Cepas,Madrid,40.550344,-3.644228
106,alcobendas,Park,50caf509fa074232ca9612e5,Unsure,1625.0,/v3/places/50caf509fa074232ca9612e5,Parque de la Marina,28700  Madrid,40.553172,-3.627463
107,alcobendas,Monument,8effe272b7db4257c6b75538,LikelyOpen,981.0,/v3/places/8effe272b7db4257c6b75538,Parroquia de Nuestra Señora de la Moraleja,"Calle de Nardo, 44, 28108 Alcobendas Madrid",40.53118,-3.635774
108,alcobendas,Monument,7d742596086641dbc1b7eb92,Unsure,1396.0,/v3/places/7d742596086641dbc1b7eb92,Monumento a los Reyes Católicos,"Calle de San Onofre, San Sebastián de los Reyes Madrid",40.551389,-3.628831
109,alcobendas,TV Station,5375f3f4498e3437caae76f7,LikelyOpen,766.0,/v3/places/5375f3f4498e3437caae76f7,Digi24,"Calle de Anabel Segura, 14, Alcobendas Comunidad de Madrid",40.533977,-3.631447
110,alcorcon,Park,4dee0a5e1520454e63d247cf,LikelyOpen,925.0,/v3/places/4dee0a5e1520454e63d247cf,Parque Ciudad de Mayarí,28922 Alcorcón Comunidad de Madrid,40.351753,-3.837029
111,alcorcon,Park,4c25d189a852c928be85e56c,LikelyOpen,1857.0,/v3/places/4c25d189a852c928be85e56c,Parque de los Castillos,"C/ de los Lirios, Alcorcón Comunidad de Madrid",40.353488,-3.807221
112,alcorcon,Park,4cc86f6c3c40a35d47c9742e,VeryLikelyOpen,1100.0,/v3/places/4cc86f6c3c40a35d47c9742e,La Ribota Park (Parque de La Ribota),Alcorcón Comunidad de Madrid,40.339584,-3.830956
113,alcorcon,Park,4cc6e4b101fb236af4bab9ba,VeryLikelyOpen,719.0,/v3/places/4cc6e4b101fb236af4bab9ba,Parque las Comunidades,"CL Pablo Iglesias, 28922 Alcorcón Comunidad de Madrid",40.343556,-3.832352
114,alcorcon,Park,51e9e4be498e0fc0c3d1120c,LikelyOpen,480.0,/v3/places/51e9e4be498e0fc0c3d1120c,Parque del Brasil,,40.348545,-3.822839
115,alcorcon,Park,4db4f1890437fa536a36d6b7,LikelyOpen,583.0,/v3/places/4db4f1890437fa536a36d6b7,Parque San Petas,"Calle Cisneros, 28922 Alcorcón Comunidad de Madrid",40.344491,-3.831195
116,alcorcon,Park,4f535cfae4b07de37c8d709f,LikelyOpen,782.0,/v3/places/4f535cfae4b07de37c8d709f,Parque Buero Vallejo,"Los Robles, 28922 Alcorcón Comunidad de Madrid",40.345622,-3.836307
117,alcorcon,Park,299bd266d531412c1a4ce7f8,LikelyOpen,848.0,/v3/places/299bd266d531412c1a4ce7f8,Piko Park,"Calle Valladolid, 13, 28922 Alcorcón Comunidad de Madrid",40.341669,-3.828782
118,alcorcon,Park,56fc5650498ea26e37aec4f8,LikelyOpen,852.0,/v3/places/56fc5650498ea26e37aec4f8,Parque Infantil,"Calle Polvoranca, Alcorcón Comunidad de Madrid",40.343519,-3.821808
119,alcorcon,Park,5193daef498e0126e66954e9,VeryLikelyOpen,981.0,/v3/places/5193daef498e0126e66954e9,Zona de Ocio Infantil C. C Tres Aguas,"Avenida Américas, 7 (C. C. Tres Aguas), Alcorcón Comunidad de Madrid",40.357766,-3.831753
120,alcorcon,Park,4f735388e4b02c6aef3f1f8d,LikelyOpen,1047.0,/v3/places/4f735388e4b02c6aef3f1f8d,Parque Infantil Recinto Ferial,,40.3407,-3.823373
121,alcorcon,Park,4f1c7139754a4cd5a26b7f8e,LikelyOpen,1216.0,/v3/places/4f1c7139754a4cd5a26b7f8e,Parque de la Escuela de Música,"Alcalde José Aranda, Alcorcón Comunidad de Madrid",40.352284,-3.814613
122,alcorcon,Park,5131c2dbe4b0835c5fdc5463,LikelyOpen,1319.0,/v3/places/5131c2dbe4b0835c5fdc5463,Parque de las Luces,,40.338607,-3.835191
